qid,docx,docy,label
5,clueweb09-en0013-03-21083,clueweb09-en0006-97-08104,1
5,clueweb09-en0013-03-21083,clueweb09-en0065-77-27507,1
5,clueweb09-en0006-97-08104,clueweb09-en0065-77-27507,1
8,clueweb09-en0011-90-13550,clueweb09-en0010-02-22480,1
8,clueweb09-en0011-90-13550,clueweb09-en0005-57-16344,1
8,clueweb09-en0011-90-13550,clueweb09-en0006-33-06964,1
8,clueweb09-en0011-90-13550,clueweb09-en0008-73-33466,1
8,clueweb09-en0011-90-13550,clueweb09-en0004-39-06299,1
8,clueweb09-en0010-02-22480,clueweb09-en0005-57-16344,1
8,clueweb09-en0010-02-22480,clueweb09-en0006-33-06964,1
8,clueweb09-en0010-02-22480,clueweb09-en0008-73-33466,1
8,clueweb09-en0010-02-22480,clueweb09-en0004-39-06299,1
8,clueweb09-en0005-57-16344,clueweb09-en0006-33-06964,1
8,clueweb09-en0005-57-16344,clueweb09-en0008-73-33466,1
8,clueweb09-en0005-57-16344,clueweb09-en0004-39-06299,1
8,clueweb09-en0006-33-06964,clueweb09-en0008-73-33466,1
8,clueweb09-en0006-33-06964,clueweb09-en0004-39-06299,1
8,clueweb09-en0079-72-24862,clueweb09-en0031-32-20286,1
8,clueweb09-en0079-72-24862,clueweb09-en0073-32-24366,1
8,clueweb09-en0079-72-24862,clueweb09-en0079-72-24863,1
8,clueweb09-en0079-72-24862,clueweb09-en0008-83-05365,1
8,clueweb09-en0079-72-24862,clueweb09-en0105-37-37927,1
8,clueweb09-en0079-72-24862,clueweb09-en0010-06-33344,1
8,clueweb09-en0079-72-24862,clueweb09-en0007-97-36124,1
8,clueweb09-en0031-32-20286,clueweb09-en0073-32-24366,1
8,clueweb09-en0031-32-20286,clueweb09-en0079-72-24863,1
8,clueweb09-en0031-32-20286,clueweb09-en0008-83-05365,1
8,clueweb09-en0031-32-20286,clueweb09-en0105-37-37927,1
8,clueweb09-en0031-32-20286,clueweb09-en0010-06-33344,1
8,clueweb09-en0031-32-20286,clueweb09-en0007-97-36124,1
8,clueweb09-en0073-32-24366,clueweb09-en0079-72-24863,1
8,clueweb09-en0073-32-24366,clueweb09-en0008-83-05365,1
8,clueweb09-en0073-32-24366,clueweb09-en0105-37-37927,1
8,clueweb09-en0073-32-24366,clueweb09-en0010-06-33344,1
8,clueweb09-en0073-32-24366,clueweb09-en0007-97-36124,1
8,clueweb09-en0079-72-24863,clueweb09-en0008-83-05365,1
8,clueweb09-en0079-72-24863,clueweb09-en0105-37-37927,1
8,clueweb09-en0079-72-24863,clueweb09-en0010-06-33344,1
8,clueweb09-en0079-72-24863,clueweb09-en0007-97-36124,1
8,clueweb09-en0008-73-33466,clueweb09-en0004-39-06299,1
8,clueweb09-en0008-83-05365,clueweb09-en0105-37-37927,1
8,clueweb09-en0008-83-05365,clueweb09-en0010-06-33344,1
8,clueweb09-en0008-83-05365,clueweb09-en0007-97-36124,1
8,clueweb09-en0105-37-37927,clueweb09-en0010-06-33344,1
8,clueweb09-en0105-37-37927,clueweb09-en0007-97-36124,1
8,clueweb09-en0010-06-33344,clueweb09-en0007-97-36124,1
10,clueweb09-en0001-09-22625,clueweb09-en0005-08-29706,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-16542,1
12,clueweb09-en0009-91-11894,clueweb09-en0004-09-06987,1
12,clueweb09-en0009-91-11894,clueweb09-en0004-63-33527,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-23498,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24662,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24382,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24642,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24388,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24106,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24540,1
12,clueweb09-en0009-91-11894,clueweb09-en0007-39-24582,1
12,clueweb09-en0009-91-11894,clueweb09-en0011-78-00514,1
12,clueweb09-en0009-91-11894,clueweb09-en0004-09-06992,1
12,clueweb09-en0009-91-11894,clueweb09-en0004-09-06983,1
12,clueweb09-en0009-91-11894,clueweb09-en0000-18-13280,1
12,clueweb09-en0009-91-11894,clueweb09-en0011-78-02718,1
12,clueweb09-en0009-91-11894,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-16542,clueweb09-en0004-09-06987,1
12,clueweb09-en0007-39-16542,clueweb09-en0004-63-33527,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-23498,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24662,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24382,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24642,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24388,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24106,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-16542,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-16542,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-16542,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-16542,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-16542,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-16542,clueweb09-en0008-83-28832,1
12,clueweb09-en0004-09-06987,clueweb09-en0004-63-33527,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-23498,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24662,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24382,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24642,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24388,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24106,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24540,1
12,clueweb09-en0004-09-06987,clueweb09-en0007-39-24582,1
12,clueweb09-en0004-09-06987,clueweb09-en0011-78-00514,1
12,clueweb09-en0004-09-06987,clueweb09-en0004-09-06992,1
12,clueweb09-en0004-09-06987,clueweb09-en0004-09-06983,1
12,clueweb09-en0004-09-06987,clueweb09-en0000-18-13280,1
12,clueweb09-en0004-09-06987,clueweb09-en0011-78-02718,1
12,clueweb09-en0004-09-06987,clueweb09-en0008-83-28832,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-23498,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24662,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24382,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24642,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24388,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24106,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24540,1
12,clueweb09-en0004-63-33527,clueweb09-en0007-39-24582,1
12,clueweb09-en0004-63-33527,clueweb09-en0011-78-00514,1
12,clueweb09-en0004-63-33527,clueweb09-en0004-09-06992,1
12,clueweb09-en0004-63-33527,clueweb09-en0004-09-06983,1
12,clueweb09-en0004-63-33527,clueweb09-en0000-18-13280,1
12,clueweb09-en0004-63-33527,clueweb09-en0011-78-02718,1
12,clueweb09-en0004-63-33527,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24662,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24382,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24642,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24388,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24106,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-23498,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-23498,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-23498,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-23498,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-23498,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-23498,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-23498,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24662,clueweb09-en0007-39-24382,1
12,clueweb09-en0007-39-24662,clueweb09-en0007-39-24642,1
12,clueweb09-en0007-39-24662,clueweb09-en0007-39-24388,1
12,clueweb09-en0007-39-24662,clueweb09-en0007-39-24106,1
12,clueweb09-en0007-39-24662,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-24662,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-24662,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24662,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24662,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24662,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-24662,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24662,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24382,clueweb09-en0007-39-24642,1
12,clueweb09-en0007-39-24382,clueweb09-en0007-39-24388,1
12,clueweb09-en0007-39-24382,clueweb09-en0007-39-24106,1
12,clueweb09-en0007-39-24382,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-24382,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-24382,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24382,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24382,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24382,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24382,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24642,clueweb09-en0007-39-24388,1
12,clueweb09-en0007-39-24642,clueweb09-en0007-39-24106,1
12,clueweb09-en0007-39-24642,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-24642,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-24642,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24642,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24642,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24642,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-24642,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24642,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24388,clueweb09-en0007-39-24106,1
12,clueweb09-en0007-39-24388,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-24388,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-24388,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24388,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24388,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24388,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-24388,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24388,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24106,clueweb09-en0007-39-24540,1
12,clueweb09-en0007-39-24106,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-24106,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24106,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24106,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24106,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-24106,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24106,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24540,clueweb09-en0007-39-24582,1
12,clueweb09-en0007-39-24540,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24540,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24540,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24540,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-24540,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24540,clueweb09-en0008-83-28832,1
12,clueweb09-en0007-39-24582,clueweb09-en0011-78-00514,1
12,clueweb09-en0007-39-24582,clueweb09-en0004-09-06992,1
12,clueweb09-en0007-39-24582,clueweb09-en0004-09-06983,1
12,clueweb09-en0007-39-24582,clueweb09-en0000-18-13280,1
12,clueweb09-en0007-39-24582,clueweb09-en0011-78-02718,1
12,clueweb09-en0007-39-24582,clueweb09-en0008-83-28832,1
12,clueweb09-en0011-78-00514,clueweb09-en0004-09-06992,1
12,clueweb09-en0011-78-00514,clueweb09-en0004-09-06983,1
12,clueweb09-en0011-78-00514,clueweb09-en0011-78-02718,1
12,clueweb09-en0011-78-00514,clueweb09-en0008-83-28832,1
12,clueweb09-en0004-09-06992,clueweb09-en0004-09-06983,1
12,clueweb09-en0004-09-06992,clueweb09-en0000-18-13280,1
12,clueweb09-en0004-09-06992,clueweb09-en0011-78-02718,1
12,clueweb09-en0004-09-06992,clueweb09-en0008-83-28832,1
12,clueweb09-en0004-09-06983,clueweb09-en0000-18-13280,1
12,clueweb09-en0004-09-06983,clueweb09-en0011-78-02718,1
12,clueweb09-en0004-09-06983,clueweb09-en0008-83-28832,1
12,clueweb09-en0011-78-02718,clueweb09-en0008-83-28832,1
14,clueweb09-en0011-29-13552,clueweb09-en0000-84-08280,1
14,clueweb09-en0011-29-13552,clueweb09-en0001-05-08132,1
14,clueweb09-en0011-29-13552,clueweb09-en0003-50-22319,1
14,clueweb09-en0011-29-13552,clueweb09-en0003-50-22307,1
14,clueweb09-en0011-29-13552,clueweb09-en0000-18-28496,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-24-17699,1
14,clueweb09-en0011-29-13552,clueweb09-en0003-50-22305,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-30-40355,1
14,clueweb09-en0011-29-13552,clueweb09-en0003-50-22308,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-21-44271,1
14,clueweb09-en0011-29-13552,clueweb09-en0001-41-06385,1
14,clueweb09-en0011-29-13552,clueweb09-en0003-50-22263,1
14,clueweb09-en0011-29-13552,clueweb09-en0003-50-22320,1
14,clueweb09-en0011-29-13552,clueweb09-en0011-38-24993,1
14,clueweb09-en0011-29-13552,clueweb09-en0009-25-21967,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-21-44264,1
14,clueweb09-en0011-29-13552,clueweb09-en0007-84-16353,1
14,clueweb09-en0011-29-13552,clueweb09-en0007-66-08708,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-21-44258,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-21-44280,1
14,clueweb09-en0011-29-13552,clueweb09-en0006-21-44272,1
14,clueweb09-en0000-84-08280,clueweb09-en0001-05-08132,1
14,clueweb09-en0000-84-08280,clueweb09-en0003-50-22319,1
14,clueweb09-en0000-84-08280,clueweb09-en0003-50-22307,1
14,clueweb09-en0000-84-08280,clueweb09-en0000-18-28496,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-24-17699,1
14,clueweb09-en0000-84-08280,clueweb09-en0003-50-22305,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-30-40355,1
14,clueweb09-en0000-84-08280,clueweb09-en0003-50-22308,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-21-44271,1
14,clueweb09-en0000-84-08280,clueweb09-en0001-41-06385,1
14,clueweb09-en0000-84-08280,clueweb09-en0003-50-22263,1
14,clueweb09-en0000-84-08280,clueweb09-en0003-50-22320,1
14,clueweb09-en0000-84-08280,clueweb09-en0011-38-24993,1
14,clueweb09-en0000-84-08280,clueweb09-en0009-25-21967,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-21-44264,1
14,clueweb09-en0000-84-08280,clueweb09-en0007-84-16353,1
14,clueweb09-en0000-84-08280,clueweb09-en0007-66-08708,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-21-44258,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-21-44280,1
14,clueweb09-en0000-84-08280,clueweb09-en0006-21-44272,1
14,clueweb09-en0001-05-08132,clueweb09-en0003-50-22319,1
14,clueweb09-en0001-05-08132,clueweb09-en0003-50-22307,1
14,clueweb09-en0001-05-08132,clueweb09-en0000-18-28496,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-24-17699,1
14,clueweb09-en0001-05-08132,clueweb09-en0003-50-22305,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-30-40355,1
14,clueweb09-en0001-05-08132,clueweb09-en0003-50-22308,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-21-44271,1
14,clueweb09-en0001-05-08132,clueweb09-en0001-41-06385,1
14,clueweb09-en0001-05-08132,clueweb09-en0003-50-22263,1
14,clueweb09-en0001-05-08132,clueweb09-en0003-50-22320,1
14,clueweb09-en0001-05-08132,clueweb09-en0011-38-24993,1
14,clueweb09-en0001-05-08132,clueweb09-en0009-25-21967,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-21-44264,1
14,clueweb09-en0001-05-08132,clueweb09-en0007-84-16353,1
14,clueweb09-en0001-05-08132,clueweb09-en0007-66-08708,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-21-44258,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-21-44280,1
14,clueweb09-en0001-05-08132,clueweb09-en0006-21-44272,1
14,clueweb09-en0003-50-22319,clueweb09-en0003-50-22307,1
14,clueweb09-en0003-50-22319,clueweb09-en0000-18-28496,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-24-17699,1
14,clueweb09-en0003-50-22319,clueweb09-en0003-50-22305,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-30-40355,1
14,clueweb09-en0003-50-22319,clueweb09-en0003-50-22308,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-21-44271,1
14,clueweb09-en0003-50-22319,clueweb09-en0001-41-06385,1
14,clueweb09-en0003-50-22319,clueweb09-en0003-50-22263,1
14,clueweb09-en0003-50-22319,clueweb09-en0003-50-22320,1
14,clueweb09-en0003-50-22319,clueweb09-en0011-38-24993,1
14,clueweb09-en0003-50-22319,clueweb09-en0009-25-21967,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-21-44264,1
14,clueweb09-en0003-50-22319,clueweb09-en0007-84-16353,1
14,clueweb09-en0003-50-22319,clueweb09-en0007-66-08708,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-21-44258,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-21-44280,1
14,clueweb09-en0003-50-22319,clueweb09-en0006-21-44272,1
14,clueweb09-en0003-50-22307,clueweb09-en0000-18-28496,1
14,clueweb09-en0003-50-22307,clueweb09-en0006-24-17699,1
14,clueweb09-en0003-50-22307,clueweb09-en0003-50-22305,1
14,clueweb09-en0003-50-22307,clueweb09-en0006-30-40355,1
14,clueweb09-en0003-50-22307,clueweb09-en0003-50-22308,1
14,clueweb09-en0003-50-22307,clueweb09-en0006-21-44271,1
14,clueweb09-en0003-50-22307,clueweb09-en0001-41-06385,1
14,clueweb09-en0003-50-22307,clueweb09-en0003-50-22263,1
14,clueweb09-en0003-50-22307,clueweb09-en0003-50-22320,1
14,clueweb09-en0003-50-22307,clueweb09-en0011-38-24993,1
14,clueweb09-en0003-50-22307,clueweb09-en0009-25-21967,1
